"id","date","treasure_g","site"
"F037",2018-03-05,172.433560188183,"Diagon Alley"
"F044",2018-03-05,191.366567000999,"Diagon Alley"
"F049",2018-03-05,84.6750938974906,"Diagon Alley"
"F061",2018-03-05,357.955161932463,"Diagon Alley"
"F065",2018-03-05,614.736376929507,"Diagon Alley"
"F070",2018-03-05,383.682108078362,"Diagon Alley"
"F071",2018-03-05,452.951313452149,"Diagon Alley"
"M080",2018-03-05,165.354221457987,"Diagon Alley"
"M082",2018-03-05,2339.98527781535,"Diagon Alley"
"M002",2018-03-05,558.192480473479,"Forbidden Forest"
"M003",2018-03-05,399.44134569447,"Forbidden Forest"
"F011",2018-03-05,90.4830247115573,"Forbidden Forest"
"F013",2018-03-05,381.474979864126,"Forbidden Forest"
"M016",2018-03-05,50.9630916756296,"Forbidden Forest"
"M021",2018-03-05,221.104139961477,"Forbidden Forest"
"M027",2018-03-05,126.476099763448,"Forbidden Forest"
"F030",2018-03-05,59.9640736611169,"Forbidden Forest"
"M031",2018-03-05,174.48942082258,"Forbidden Forest"
"F038",2018-03-05,144.678303122817,"Forbidden Forest"
"M039",2018-03-05,410.620370852303,"Forbidden Forest"
"M051",2018-03-05,503.907418177818,"Forbidden Forest"
"F054",2018-03-05,299.81545763305,"Forbidden Forest"
"M059",2018-03-05,373.560879834031,"Forbidden Forest"
"M067",2018-03-05,492.862537180685,"Forbidden Forest"
"M074",2018-03-05,365.363210694295,"Forbidden Forest"
"F083",2018-03-05,44.822747005462,"Forbidden Forest"
"M085",2018-03-05,52.8971007366204,"Forbidden Forest"
"F087",2018-03-05,565.043683069217,"Forbidden Forest"
"M009",2018-03-05,1533.80440812029,"Gringotts"
"M014",2018-03-05,125.693186827021,"Gringotts"
"M015",2018-03-05,346.93449466137,"Gringotts"
"M018",2018-03-05,199.24277509074,"Gringotts"
"F020",2018-03-05,1555.10549969627,"Gringotts"
"M026",2018-03-05,431.602490422201,"Gringotts"
"F032",2018-03-05,117.193531561219,"Gringotts"
"M034",2018-03-05,589.463546165988,"Gringotts"
"F036",2018-03-05,185.037194798022,"Gringotts"
"M045",2018-03-05,149.487976086665,"Gringotts"
"M046",2018-03-05,871.048223481839,"Gringotts"
"M047",2018-03-05,224.544348754447,"Gringotts"
"M048",2018-03-05,157.946939546284,"Gringotts"
"M050",2018-03-05,142.337253516773,"Gringotts"
"M055",2018-03-05,3756.47707287744,"Gringotts"
"M057",2018-03-05,267.648966831364,"Gringotts"
"F063",2018-03-05,191.602083670815,"Gringotts"
"F066",2018-03-05,302.867614462252,"Gringotts"
"M069",2018-03-05,2296.42620139743,"Gringotts"
"F072",2018-03-05,68.9409496608238,"Gringotts"
"F073",2018-03-05,NA,"Gringotts"
"M075",2018-03-05,129.672762676927,"Gringotts"
"M076",2018-03-05,2584.77193530414,"Gringotts"
"F081",2018-03-05,473.723552424446,"Gringotts"
"F084",2018-03-05,125.988398916289,"Gringotts"
"F086",2018-03-05,36.1071311103961,"Gringotts"
"F088",2018-03-05,NA,"Gringotts"
"M089",2018-03-05,627.350974394257,"Gringotts"
"F024",2018-03-05,116.589220591531,"Hogsmeade"
"F052",2018-03-05,179.45657895683,"Hogsmeade"
"F056",2018-03-05,89.6196988191757,"Hogsmeade"
"F058",2018-03-05,239.542970188314,"Hogsmeade"
"F062",2018-03-05,96.2818612491826,"Hogsmeade"
"M064",2018-03-05,273.882900568529,"Hogsmeade"
"M068",2018-03-05,264.268154360411,"Hogsmeade"
"M077",2018-03-05,81.0595579827936,"Hogsmeade"
"F078",2018-03-05,83.7423133935904,"Hogsmeade"
"F079",2018-03-05,107.259243165968,"Hogsmeade"
"M006",2018-03-12,197.513420149197,"Diagon Alley"
"M017",2018-03-12,1387.77999857539,"Diagon Alley"
"M023",2018-03-12,138.924736800603,"Diagon Alley"
"M025",2018-03-12,175.386038079599,"Diagon Alley"
"F037",2018-03-12,129.184327259978,"Diagon Alley"
"F044",2018-03-12,110.839255753942,"Diagon Alley"
"F049",2018-03-12,66.6621679414842,"Diagon Alley"
"F061",2018-03-12,468.743520846276,"Diagon Alley"
"F065",2018-03-12,113.285206950818,"Diagon Alley"
"F070",2018-03-12,407.558995642859,"Diagon Alley"
"F071",2018-03-12,247.028951682796,"Diagon Alley"
"M080",2018-03-12,165.050801458607,"Diagon Alley"
"M082",2018-03-12,1502.36235665657,"Diagon Alley"
"M002",2018-03-12,468.342625771137,"Forbidden Forest"
"M003",2018-03-12,492.011499331846,"Forbidden Forest"
"F011",2018-03-12,174.082127752894,"Forbidden Forest"
"F013",2018-03-12,245.060106751679,"Forbidden Forest"
"M016",2018-03-12,63.1620432197778,"Forbidden Forest"
"M021",2018-03-12,130.682218272428,"Forbidden Forest"
"M027",2018-03-12,105.33792585059,"Forbidden Forest"
"F030",2018-03-12,122.360495263792,"Forbidden Forest"
"M031",2018-03-12,363.432997815028,"Forbidden Forest"
"F038",2018-03-12,122.340338371189,"Forbidden Forest"
"M039",2018-03-12,301.825886914201,"Forbidden Forest"
"M051",2018-03-12,585.409723235589,"Forbidden Forest"
"F054",2018-03-12,348.394063950374,"Forbidden Forest"
"M059",2018-03-12,NA,"Forbidden Forest"
"M067",2018-03-12,432.183297065437,"Forbidden Forest"
"M074",2018-03-12,246.010140827979,"Forbidden Forest"
"F083",2018-03-12,35.3963881376239,"Forbidden Forest"
"M085",2018-03-12,61.6052812607454,"Forbidden Forest"
"F087",2018-03-12,905.442792418019,"Forbidden Forest"
"M009",2018-03-12,1196.26322364471,"Gringotts"
"M014",2018-03-12,83.2783638407859,"Gringotts"
"M015",2018-03-12,262.17181474602,"Gringotts"
"M018",2018-03-12,276.260252015785,"Gringotts"
"F020",2018-03-12,998.505039323971,"Gringotts"
"M026",2018-03-12,637.342811809288,"Gringotts"
"F032",2018-03-12,160.286158280227,"Gringotts"
"M034",2018-03-12,548.268749465603,"Gringotts"
"F036",2018-03-12,141.931322325895,"Gringotts"
"M045",2018-03-12,189.650554136235,"Gringotts"
"M046",2018-03-12,952.809948960414,"Gringotts"
"M047",2018-03-12,394.241447613899,"Gringotts"
"M048",2018-03-12,223.803058033567,"Gringotts"
"M050",2018-03-12,64.3909648260644,"Gringotts"
"M055",2018-03-12,6177.83628455712,"Gringotts"
"M057",2018-03-12,451.02760091182,"Gringotts"
"F063",2018-03-12,345.350073684807,"Gringotts"
"F066",2018-03-12,159.875704137954,"Gringotts"
"M069",2018-03-12,1906.0058882045,"Gringotts"
"F072",2018-03-12,75.2358613042255,"Gringotts"
"F073",2018-03-12,583.69992626728,"Gringotts"
"M075",2018-03-12,120.455119968582,"Gringotts"
"M076",2018-03-12,2032.29486326396,"Gringotts"
"F081",2018-03-12,683.924991473334,"Gringotts"
"F084",2018-03-12,183.144608195233,"Gringotts"
"F086",2018-03-12,47.0064850529444,"Gringotts"
"F088",2018-03-12,98.9621260078695,"Gringotts"
"M089",2018-03-12,384.026757276542,"Gringotts"
"F024",2018-03-12,254.955405701461,"Hogsmeade"
"F052",2018-03-12,232.89081270103,"Hogsmeade"
"F056",2018-03-12,77.0634120654409,"Hogsmeade"
"F058",2018-03-12,248.732191471573,"Hogsmeade"
"F062",2018-03-12,164.686238087069,"Hogsmeade"
"M064",2018-03-12,504.239677464884,"Hogsmeade"
"M068",2018-03-12,109.52417766631,"Hogsmeade"
"M077",2018-03-12,127.526592047701,"Hogsmeade"
"F078",2018-03-12,62.3459328913023,"Hogsmeade"
"F079",2018-03-12,64.2711022040398,"Hogsmeade"
"M006",2018-03-19,138.144202217602,"Diagon Alley"
"M017",2018-03-19,1607.34398425292,"Diagon Alley"
"M023",2018-03-19,162.406815605911,"Diagon Alley"
"M025",2018-03-19,121.528175156196,"Diagon Alley"
"F037",2018-03-19,NA,"Diagon Alley"
"F044",2018-03-19,268.572322364565,"Diagon Alley"
"F049",2018-03-19,76.8663217915683,"Diagon Alley"
"F061",2018-03-19,213.181008836987,"Diagon Alley"
"F065",2018-03-19,247.339641635511,"Diagon Alley"
"F070",2018-03-19,467.191835648289,"Diagon Alley"
"F071",2018-03-19,334.350390293835,"Diagon Alley"
"M080",2018-03-19,112.677043202024,"Diagon Alley"
"M082",2018-03-19,1132.77362133279,"Diagon Alley"
"M002",2018-03-19,351.790370522728,"Forbidden Forest"
"M003",2018-03-19,427.437702083977,"Forbidden Forest"
"F011",2018-03-19,54.8454794950427,"Forbidden Forest"
"F013",2018-03-19,176.260056480995,"Forbidden Forest"
"M016",2018-03-19,80.0526825451726,"Forbidden Forest"
"M021",2018-03-19,178.397692540272,"Forbidden Forest"
"M027",2018-03-19,101.379256517058,"Forbidden Forest"
"F030",2018-03-19,84.2011500403393,"Forbidden Forest"
"M031",2018-03-19,251.454035321196,"Forbidden Forest"
"F038",2018-03-19,128.05053403529,"Forbidden Forest"
"M039",2018-03-19,468.25547587656,"Forbidden Forest"
"M051",2018-03-19,632.404423460778,"Forbidden Forest"
"F054",2018-03-19,242.700536496525,"Forbidden Forest"
"M059",2018-03-19,NA,"Forbidden Forest"
"M067",2018-03-19,469.531060608568,"Forbidden Forest"
"M074",2018-03-19,NA,"Forbidden Forest"
"F083",2018-03-19,43.6588180854257,"Forbidden Forest"
"M085",2018-03-19,33.8924941229427,"Forbidden Forest"
"F087",2018-03-19,659.198660468223,"Forbidden Forest"
"M009",2018-03-19,1178.91812558243,"Gringotts"
"M014",2018-03-19,90.3104016939756,"Gringotts"
"M015",2018-03-19,451.79069511081,"Gringotts"
"M018",2018-03-19,188.009684357107,"Gringotts"
"F020",2018-03-19,841.971484765763,"Gringotts"
"M026",2018-03-19,229.005079596049,"Gringotts"
"F032",2018-03-19,NA,"Gringotts"
"M034",2018-03-19,697.790021040558,"Gringotts"
"F036",2018-03-19,169.139230873471,"Gringotts"
"M045",2018-03-19,267.742497858379,"Gringotts"
"M046",2018-03-19,837.025043920715,"Gringotts"
"M047",2018-03-19,NA,"Gringotts"
"M048",2018-03-19,246.444387689324,"Gringotts"
"M050",2018-03-19,99.8583246615977,"Gringotts"
"M055",2018-03-19,2382.2432643615,"Gringotts"
"M057",2018-03-19,203.540144534937,"Gringotts"
"F063",2018-03-19,250.116990881278,"Gringotts"
"F066",2018-03-19,73.68142179976,"Gringotts"
"M069",2018-03-19,1002.39020394283,"Gringotts"
"F072",2018-03-19,64.8558232381417,"Gringotts"
"F073",2018-03-19,490.877301073004,"Gringotts"
"M075",2018-03-19,80.3389547386401,"Gringotts"
"M076",2018-03-19,2140.22506651866,"Gringotts"
"F081",2018-03-19,550.556890087118,"Gringotts"
"F084",2018-03-19,329.060137859293,"Gringotts"
"F086",2018-03-19,47.5611132865289,"Gringotts"
"F088",2018-03-19,NA,"Gringotts"
"M089",2018-03-19,192.018302167483,"Gringotts"
"F024",2018-03-19,330.852802467969,"Hogsmeade"
"F052",2018-03-19,251.481387781118,"Hogsmeade"
"F056",2018-03-19,93.5091622476589,"Hogsmeade"
"F058",2018-03-19,290.048334736821,"Hogsmeade"
"F062",2018-03-19,86.3075871077526,"Hogsmeade"
"M064",2018-03-19,327.71005468802,"Hogsmeade"
"M068",2018-03-19,72.8479176455303,"Hogsmeade"
"M077",2018-03-19,90.8383144703157,"Hogsmeade"
"F078",2018-03-19,81.3032782763467,"Hogsmeade"
"F079",2018-03-19,209.599418742446,"Hogsmeade"
"M006",2018-03-26,370.705834244046,"Diagon Alley"
"M017",2018-03-26,1637.3957405778,"Diagon Alley"
"M023",2018-03-26,97.2093317978658,"Diagon Alley"
"M025",2018-03-26,156.606337312549,"Diagon Alley"
"F037",2018-03-26,169.86873357241,"Diagon Alley"
"F044",2018-03-26,256.08625505511,"Diagon Alley"
"F049",2018-03-26,76.1546760132876,"Diagon Alley"
"F061",2018-03-26,290.461786308128,"Diagon Alley"
"F065",2018-03-26,157.190285009384,"Diagon Alley"
"F070",2018-03-26,348.438058566105,"Diagon Alley"
"F071",2018-03-26,324.468592077025,"Diagon Alley"
"M080",2018-03-26,169.691687222849,"Diagon Alley"
"M082",2018-03-26,1187.72147069309,"Diagon Alley"
"M002",2018-03-26,NA,"Forbidden Forest"
"M003",2018-03-26,659.535799340036,"Forbidden Forest"
"F011",2018-03-26,85.7012704313737,"Forbidden Forest"
"F013",2018-03-26,202.541182424101,"Forbidden Forest"
"M016",2018-03-26,33.9671209844524,"Forbidden Forest"
"M021",2018-03-26,252.633710285732,"Forbidden Forest"
"M027",2018-03-26,128.248145265366,"Forbidden Forest"
"F030",2018-03-26,138.502086305377,"Forbidden Forest"
"M031",2018-03-26,325.113289725317,"Forbidden Forest"
"F038",2018-03-26,184.336935458512,"Forbidden Forest"
"M039",2018-03-26,322.738591032219,"Forbidden Forest"
"M051",2018-03-26,572.012885702364,"Forbidden Forest"
"F054",2018-03-26,361.634990804881,"Forbidden Forest"
"M059",2018-03-26,283.853754699201,"Forbidden Forest"
"M067",2018-03-26,616.051696461999,"Forbidden Forest"
"M074",2018-03-26,242.779570042919,"Forbidden Forest"
"F083",2018-03-26,38.4661186729141,"Forbidden Forest"
"M085",2018-03-26,NA,"Forbidden Forest"
"F087",2018-03-26,451.776018598758,"Forbidden Forest"
"M009",2018-03-26,1256.11632275394,"Gringotts"
"M014",2018-03-26,98.655311851183,"Gringotts"
"M015",2018-03-26,130.425301848174,"Gringotts"
"M018",2018-03-26,228.234424468793,"Gringotts"
"F020",2018-03-26,1049.14427204817,"Gringotts"
"M026",2018-03-26,270.944060462215,"Gringotts"
"F032",2018-03-26,102.448652682489,"Gringotts"
"M034",2018-03-26,573.313765176979,"Gringotts"
"F036",2018-03-26,58.8413626804775,"Gringotts"
"M045",2018-03-26,NA,"Gringotts"
"M046",2018-03-26,1258.40549540776,"Gringotts"
"M047",2018-03-26,505.20816329267,"Gringotts"
"M048",2018-03-26,83.3803467121074,"Gringotts"
"M050",2018-03-26,NA,"Gringotts"
"M055",2018-03-26,4594.88652186461,"Gringotts"
"M057",2018-03-26,549.040294518648,"Gringotts"
"F063",2018-03-26,683.186015056968,"Gringotts"
"F066",2018-03-26,103.495345892914,"Gringotts"
"M069",2018-03-26,1803.68015628543,"Gringotts"
"F072",2018-03-26,35.1945944209288,"Gringotts"
"F073",2018-03-26,728.160851224628,"Gringotts"
"M075",2018-03-26,142.118966391863,"Gringotts"
"M076",2018-03-26,2267.1563757267,"Gringotts"
"F081",2018-03-26,529.426348090776,"Gringotts"
"F084",2018-03-26,169.193257341742,"Gringotts"
"F086",2018-03-26,64.6587808477123,"Gringotts"
"F088",2018-03-26,117.495824388094,"Gringotts"
"M089",2018-03-26,736.112472613523,"Gringotts"
"F024",2018-03-26,198.824305090951,"Hogsmeade"
"F052",2018-03-26,111.817850224916,"Hogsmeade"
"F056",2018-03-26,56.1055868827166,"Hogsmeade"
"F058",2018-03-26,214.594218172804,"Hogsmeade"
"F062",2018-03-26,94.3160312269542,"Hogsmeade"
"M064",2018-03-26,426.580536342944,"Hogsmeade"
"M068",2018-03-26,128.290922249329,"Hogsmeade"
"M077",2018-03-26,68.7179651074359,"Hogsmeade"
"F078",2018-03-26,113.736677114904,"Hogsmeade"
"F079",2018-03-26,110.899859467423,"Hogsmeade"
"M006",2018-04-02,342.123226642407,"Diagon Alley"
"M017",2018-04-02,1620.46733521093,"Diagon Alley"
"M023",2018-04-02,101.420761285186,"Diagon Alley"
"M025",2018-04-02,NA,"Diagon Alley"
"F037",2018-04-02,120.725888433688,"Diagon Alley"
"F044",2018-04-02,116.954107267789,"Diagon Alley"
"F049",2018-04-02,70.2463612326743,"Diagon Alley"
"F061",2018-04-02,387.778600781641,"Diagon Alley"
"F065",2018-04-02,NA,"Diagon Alley"
"F070",2018-04-02,368.297017996687,"Diagon Alley"
"F071",2018-04-02,191.460990304054,"Diagon Alley"
"M080",2018-04-02,257.888189937803,"Diagon Alley"
"M082",2018-04-02,1544.59510572391,"Diagon Alley"
"M002",2018-04-02,391.430724513512,"Forbidden Forest"
"M003",2018-04-02,290.633146072467,"Forbidden Forest"
"F011",2018-04-02,71.7862295546397,"Forbidden Forest"
"F013",2018-04-02,194.021920706652,"Forbidden Forest"
"M016",2018-04-02,41.7958665240836,"Forbidden Forest"
"M021",2018-04-02,163.684692769574,"Forbidden Forest"
"M027",2018-04-02,161.480293470977,"Forbidden Forest"
"F030",2018-04-02,139.308231424499,"Forbidden Forest"
"M031",2018-04-02,292.718388658684,"Forbidden Forest"
"F038",2018-04-02,139.835692274486,"Forbidden Forest"
"M039",2018-04-02,302.870497180399,"Forbidden Forest"
"M051",2018-04-02,294.782218562114,"Forbidden Forest"
"F054",2018-04-02,264.60588964995,"Forbidden Forest"
"M059",2018-04-02,194.617784023099,"Forbidden Forest"
"M067",2018-04-02,782.307103357424,"Forbidden Forest"
"M074",2018-04-02,183.022125063924,"Forbidden Forest"
"F083",2018-04-02,50.4897966294831,"Forbidden Forest"
"M085",2018-04-02,43.0821575327367,"Forbidden Forest"
"F087",2018-04-02,531.448731993945,"Forbidden Forest"
"M009",2018-04-02,1725.95134908632,"Gringotts"
"M014",2018-04-02,59.5690285497466,"Gringotts"
"M015",2018-04-02,220.789180714323,"Gringotts"
"M018",2018-04-02,233.101180709856,"Gringotts"
"F020",2018-04-02,1279.30419134566,"Gringotts"
"M026",2018-04-02,222.944395526282,"Gringotts"
"F032",2018-04-02,165.699026193519,"Gringotts"
"M034",2018-04-02,568.403741913845,"Gringotts"
"F036",2018-04-02,73.6427458308925,"Gringotts"
"M045",2018-04-02,457.89133688696,"Gringotts"
"M046",2018-04-02,780.57581078338,"Gringotts"
"M047",2018-04-02,580.767511842322,"Gringotts"
"M048",2018-04-02,293.797614865903,"Gringotts"
"M050",2018-04-02,91.7437178464081,"Gringotts"
"M055",2018-04-02,2774.33201012083,"Gringotts"
"M057",2018-04-02,378.075428594758,"Gringotts"
"F063",2018-04-02,254.093443663724,"Gringotts"
"F066",2018-04-02,93.29995668852,"Gringotts"
"M069",2018-04-02,1803.19333082776,"Gringotts"
"F072",2018-04-02,45.7493971732381,"Gringotts"
"F073",2018-04-02,691.964161915544,"Gringotts"
"M075",2018-04-02,116.802492256285,"Gringotts"
"M076",2018-04-02,1212.87521187329,"Gringotts"
"F081",2018-04-02,792.899065542169,"Gringotts"
"F084",2018-04-02,78.4628260116556,"Gringotts"
"F086",2018-04-02,48.1579163703743,"Gringotts"
"F088",2018-04-02,65.2049249147271,"Gringotts"
"M089",2018-04-02,561.378201773021,"Gringotts"
"F024",2018-04-02,232.536058887024,"Hogsmeade"
"F052",2018-04-02,232.343553442705,"Hogsmeade"
"F056",2018-04-02,139.997840949434,"Hogsmeade"
"F058",2018-04-02,210.66755459985,"Hogsmeade"
"F062",2018-04-02,72.2349410970913,"Hogsmeade"
"M064",2018-04-02,331.033643257773,"Hogsmeade"
"M068",2018-04-02,97.4905426966562,"Hogsmeade"
"M077",2018-04-02,111.514078549459,"Hogsmeade"
"F078",2018-04-02,85.1761438442807,"Hogsmeade"
"F079",2018-04-02,135.122266124306,"Hogsmeade"
"M006",2018-04-09,254.967486395891,"Diagon Alley"
"M017",2018-04-09,851.557905232668,"Diagon Alley"
"M023",2018-04-09,NA,"Diagon Alley"
"M025",2018-04-09,159.693783064998,"Diagon Alley"
"F037",2018-04-09,145.654878440944,"Diagon Alley"
"F044",2018-04-09,231.743849752305,"Diagon Alley"
"F049",2018-04-09,50.8802088451734,"Diagon Alley"
"F061",2018-04-09,243.488554411755,"Diagon Alley"
"F065",2018-04-09,161.049231671431,"Diagon Alley"
"F070",2018-04-09,402.058767145338,"Diagon Alley"
"F071",2018-04-09,148.012182517316,"Diagon Alley"
"M080",2018-04-09,130.966212301814,"Diagon Alley"
"M082",2018-04-09,2022.0741083725,"Diagon Alley"
"M002",2018-04-09,695.788975857794,"Forbidden Forest"
"M003",2018-04-09,208.949923267367,"Forbidden Forest"
"F011",2018-04-09,57.5768250287739,"Forbidden Forest"
"F013",2018-04-09,291.930997089972,"Forbidden Forest"
"M016",2018-04-09,52.0806036635187,"Forbidden Forest"
"M021",2018-04-09,73.8396503453278,"Forbidden Forest"
"M027",2018-04-09,72.2681082725479,"Forbidden Forest"
"F030",2018-04-09,54.4673516381438,"Forbidden Forest"
"M031",2018-04-09,530.652266471917,"Forbidden Forest"
"F038",2018-04-09,NA,"Forbidden Forest"
"M039",2018-04-09,NA,"Forbidden Forest"
"M051",2018-04-09,313.206040480799,"Forbidden Forest"
"F054",2018-04-09,234.398313326181,"Forbidden Forest"
"M059",2018-04-09,296.449676779468,"Forbidden Forest"
"M067",2018-04-09,669.230892242716,"Forbidden Forest"
"M074",2018-04-09,294.101016805456,"Forbidden Forest"
"F083",2018-04-09,43.8508018197914,"Forbidden Forest"
"M085",2018-04-09,44.3726762920407,"Forbidden Forest"
"F087",2018-04-09,281.68035791794,"Forbidden Forest"
"M009",2018-04-09,1310.76338623655,"Gringotts"
"M014",2018-04-09,133.119566656335,"Gringotts"
"M015",2018-04-09,373.233145694567,"Gringotts"
"M018",2018-04-09,422.405546619364,"Gringotts"
"F020",2018-04-09,1376.32242470029,"Gringotts"
"M026",2018-04-09,418.33186381907,"Gringotts"
"F032",2018-04-09,87.9920122022433,"Gringotts"
"M034",2018-04-09,774.419184362503,"Gringotts"
"F036",2018-04-09,74.3524433897777,"Gringotts"
"M045",2018-04-09,147.252358817618,"Gringotts"
"M046",2018-04-09,1126.61811079915,"Gringotts"
"M047",2018-04-09,391.017655766243,"Gringotts"
"M048",2018-04-09,235.811834344709,"Gringotts"
"M050",2018-04-09,103.377282073902,"Gringotts"
"M055",2018-04-09,4260.8625950482,"Gringotts"
"M057",2018-04-09,359.458895291181,"Gringotts"
"F063",2018-04-09,406.233270722431,"Gringotts"
"F066",2018-04-09,198.363605151607,"Gringotts"
"M069",2018-04-09,2412.20354081984,"Gringotts"
"F072",2018-04-09,56.0512137895563,"Gringotts"
"F073",2018-04-09,544.595626084921,"Gringotts"
"M075",2018-04-09,153.880521342391,"Gringotts"
"M076",2018-04-09,1573.85013971181,"Gringotts"
"F081",2018-04-09,500.30982466388,"Gringotts"
"F084",2018-04-09,245.927798971086,"Gringotts"
"F086",2018-04-09,50.4720468718256,"Gringotts"
"F088",2018-04-09,64.8504897631562,"Gringotts"
"M089",2018-04-09,382.184283524979,"Gringotts"
"F024",2018-04-09,110.465615335909,"Hogsmeade"
"F052",2018-04-09,112.557414344342,"Hogsmeade"
"F056",2018-04-09,100.285755270577,"Hogsmeade"
"F058",2018-04-09,290.72286952809,"Hogsmeade"
"F062",2018-04-09,101.842593033162,"Hogsmeade"
"M064",2018-04-09,335.495960858176,"Hogsmeade"
"M068",2018-04-09,154.509998130943,"Hogsmeade"
"M077",2018-04-09,126.765514562737,"Hogsmeade"
"F078",2018-04-09,80.0509368638679,"Hogsmeade"
"F079",2018-04-09,139.144709769849,"Hogsmeade"
"M006",2018-04-16,351.31146793262,"Diagon Alley"
"M017",2018-04-16,1085.46929120791,"Diagon Alley"
"M023",2018-04-16,107.180595900938,"Diagon Alley"
"M025",2018-04-16,159.974477398289,"Diagon Alley"
"F037",2018-04-16,183.881034542223,"Diagon Alley"
"F044",2018-04-16,NA,"Diagon Alley"
"F049",2018-04-16,44.8851652929768,"Diagon Alley"
"F061",2018-04-16,NA,"Diagon Alley"
"F065",2018-04-16,187.464429314553,"Diagon Alley"
"F070",2018-04-16,318.591634760888,"Diagon Alley"
"F071",2018-04-16,287.998910769596,"Diagon Alley"
"M080",2018-04-16,273.635829105573,"Diagon Alley"
"M082",2018-04-16,823.340002754185,"Diagon Alley"
"M002",2018-04-16,434.411580492945,"Forbidden Forest"
"M003",2018-04-16,373.881012896955,"Forbidden Forest"
"F011",2018-04-16,79.9539667969138,"Forbidden Forest"
"F013",2018-04-16,210.979515913051,"Forbidden Forest"
"M016",2018-04-16,NA,"Forbidden Forest"
"M021",2018-04-16,73.7819416588387,"Forbidden Forest"
"M027",2018-04-16,142.704750488131,"Forbidden Forest"
"F030",2018-04-16,137.0981464639,"Forbidden Forest"
"M031",2018-04-16,267.743239943282,"Forbidden Forest"
"F038",2018-04-16,120.70754817209,"Forbidden Forest"
"M039",2018-04-16,316.358180726305,"Forbidden Forest"
"M051",2018-04-16,511.257607501483,"Forbidden Forest"
"F054",2018-04-16,245.27542643472,"Forbidden Forest"
"M059",2018-04-16,372.600601898203,"Forbidden Forest"
"M067",2018-04-16,553.338141505816,"Forbidden Forest"
"M074",2018-04-16,155.128637441087,"Forbidden Forest"
"F083",2018-04-16,53.3230017837981,"Forbidden Forest"
"M085",2018-04-16,37.0699765810705,"Forbidden Forest"
"F087",2018-04-16,834.618531835781,"Forbidden Forest"
"M009",2018-04-16,881.813647418928,"Gringotts"
"M014",2018-04-16,106.824184340226,"Gringotts"
"M015",2018-04-16,435.730625646982,"Gringotts"
"M018",2018-04-16,410.381797009234,"Gringotts"
"F020",2018-04-16,777.260374066999,"Gringotts"
"M026",2018-04-16,225.19492746059,"Gringotts"
"F032",2018-04-16,NA,"Gringotts"
"M034",2018-04-16,686.212005054769,"Gringotts"
"F036",2018-04-16,106.729775536197,"Gringotts"
"M045",2018-04-16,349.340781523533,"Gringotts"
"M046",2018-04-16,596.500849357791,"Gringotts"
"M047",2018-04-16,NA,"Gringotts"
"M048",2018-04-16,363.628116787676,"Gringotts"
"M050",2018-04-16,64.1896442844369,"Gringotts"
"M055",2018-04-16,1676.67046895244,"Gringotts"
"M057",2018-04-16,216.943033859462,"Gringotts"
"F063",2018-04-16,510.686699654293,"Gringotts"
"F066",2018-04-16,92.7568675242274,"Gringotts"
"M069",2018-04-16,1689.02180293926,"Gringotts"
"F072",2018-04-16,50.698955011987,"Gringotts"
"F073",2018-04-16,599.815770808026,"Gringotts"
"M075",2018-04-16,120.063292197883,"Gringotts"
"M076",2018-04-16,2239.01633845232,"Gringotts"
"F081",2018-04-16,558.074848655982,"Gringotts"
"F084",2018-04-16,138.807046645024,"Gringotts"
"F086",2018-04-16,33.0879686809711,"Gringotts"
"F088",2018-04-16,109.465620786969,"Gringotts"
"M089",2018-04-16,762.460624111075,"Gringotts"
"F024",2018-04-16,297.308415938114,"Hogsmeade"
"F052",2018-04-16,262.939194118975,"Hogsmeade"
"F056",2018-04-16,125.557608183608,"Hogsmeade"
"F058",2018-04-16,182.321808345726,"Hogsmeade"
"F062",2018-04-16,95.7347855901443,"Hogsmeade"
"M064",2018-04-16,641.650323451206,"Hogsmeade"
"M068",2018-04-16,NA,"Hogsmeade"
"M077",2018-04-16,100.045495963846,"Hogsmeade"
"F078",2018-04-16,100.361629535681,"Hogsmeade"
"F079",2018-04-16,146.087109123804,"Hogsmeade"
"M006",2018-04-23,163.814731991176,"Diagon Alley"
"M017",2018-04-23,665.922981469001,"Diagon Alley"
"M023",2018-04-23,78.1168713504483,"Diagon Alley"
"M025",2018-04-23,184.540748759569,"Diagon Alley"
"F037",2018-04-23,91.5720533363598,"Diagon Alley"
"F044",2018-04-23,284.696741249271,"Diagon Alley"
"F049",2018-04-23,118.923575007751,"Diagon Alley"
"F061",2018-04-23,419.478607759696,"Diagon Alley"
"F065",2018-04-23,127.448716749252,"Diagon Alley"
"F070",2018-04-23,552.394441327469,"Diagon Alley"
"F071",2018-04-23,266.945356845692,"Diagon Alley"
"M080",2018-04-23,109.520833575054,"Diagon Alley"
"M082",2018-04-23,1384.51990616307,"Diagon Alley"
"M002",2018-04-23,693.458720737095,"Forbidden Forest"
"M003",2018-04-23,334.176115591113,"Forbidden Forest"
"F011",2018-04-23,169.329442252313,"Forbidden Forest"
"F013",2018-04-23,292.100973195881,"Forbidden Forest"
"M016",2018-04-23,29.282059955584,"Forbidden Forest"
"M021",2018-04-23,244.89054980332,"Forbidden Forest"
"M027",2018-04-23,108.358460114747,"Forbidden Forest"
"F030",2018-04-23,89.559096705566,"Forbidden Forest"
